"id","ts","data","location","screen_name","uid"
"10b070ae14e2b638a334f0a501fc767021121b236286508900b5d25495d798a2","2020-01-12T12:12:20Z","RT DrTedros: Today WHO received genetic sequences for the novel coronavirus (2019-nCoV) from Chinese authorities.
I sincerely thank all…","Melbourne, Australia","Asher_Wolf","15486485"
"88ecfe7de10e32aec0150b0f5e93efe625fc71b757fd89bb390eb66cc796481c","2020-01-12T01:38:58Z","China reports first death from new type of coronavirus https:t.coBLS6TpRcs2 via smh","Melbourne, Australia","Asher_Wolf","15486485"
"651d47a4e108ad28097bd9eb952a8ca5d74178fbbcdf94e960094cbd94bf21a2","2020-01-13T20:07:26Z","RT MeganMolteni: It's taken Chinese researchers just a few weeks to isolate and sequence the genome of a new coronavirus making dozens of…","San FranciscoNew York","WIRED","1344951"
"21d0b0a222f608329ce5ad5546dc6f4285ed7194fbc75ec02d2b1a9de067a692","2020-01-13T18:35:53Z","NoticiasONU La OMS intenta confirmar si el coronavirus de China ha llegado a Tailandia
https:t.coTXvroYeZEx","Ciudad de México","CINUmexico","37816856"
"f6921dd2c4fd5484c31b3d793ade58911b14366135becb4f5020f543866b3c92","2020-01-13T16:18:54Z","La OMS recibió ayer, por parte de China, la secuencia genética del coronavirus que ha afectado a 41 personas
https:t.cokY9QUv3I2i","ÜT: 19.466002,-99.168275","MVSNoticias","35541975"
"d822375cfec64bad939474cce5df52ea0197d9f86d87e40d2508dbf12a7a7cea","2020-01-13T14:00:28Z","RT elbotiquinmx: Un nuevo tipo de coronavirus que ya ha afectado a 59 personas ha puesto en alerta a China. https:t.corXUqZVva1E","Centro de la Ciudad de México","El_Universal_Mx","16676396"
"53f323dbb545b77d34137a8ec0d72e290d35941432a1ff3b3bb4b6012868fb4","2020-01-14T21:01:33Z","La OMS advirtió sobre un nuevo tipo de coronavirus que presentó una transmisión “limitada” entre personas de… https:t.coaUJ21scRja","México","adn40","84398622"
"667d96152f77eb49b43fa3294cdfb2f4a74ac1755cf1a0901181a1f975f32ac5","2020-01-14T20:34:50Z","OMS activa alerta en hospitales del mundo por nuevo coronavirus en China LasNoticiasConKarlaIberia con karlaiberia https:t.coJxD0x1il5X","Mexico City","NTelevisa_com","25401359"
"55cf8d511bc3005d08da5e861ab678871dd92061f88064cefadeccf3ae165946","2020-01-14T20:34:50Z","OMS activa alerta en hospitales del mundo por nuevo coronavirus en China LasNoticiasConKarlaIberia con karlaiberia https:t.coJxD0x1il5X","Mexico City","NTelevisa_com","25401359"
"5d01099bbfdc842c0286a8b532babd60110a5c5bada8a5ee58de0962f8e6223a","2020-01-14T19:10:18Z","WHO says new China coronavirus could spread, warns hospitals worldwide https:t.coVFetLRDu2r https:t.cox2ELmJBAPG","Around the world","Reuters","1652541"
"2b072c2a3f5f9143741378dd211467ea1fe276c0555529d7c2bf1ac599124ac2","2020-01-14T15:33:54Z","Los síntomas del nuevo coronavirus son en muchos casos similares a los de un resfriado, pero acompañados de fiebre,… https:t.copgYJWk7vb1","Mexico City","NTelevisa_com","25401359"
"366e6c9a768683119004b965891726e0482cea1529ad16831a73e1acae87e45c","2020-01-14T15:33:54Z","Los síntomas del nuevo coronavirus son en muchos casos similares a los de un resfriado, pero acompañados de fiebre,… https:t.copgYJWk7vb1","Mexico City","NTelevisa_com","25401359"
"d099bbb9c836847be70c86495fe0973f15bb4a4cf9a521a128c8a466a82dbf0","2020-01-14T14:53:14Z","La OMS puso en marcha medidas de prevención en los hospitales de todo el mundo ante un nuevo coronavirus en China https:t.cocX4r9pmE2s","Ciudad de México","lopezdoriga","236636515"
"7490c67f0e70ec3c3e6520154dcfc4bdc096a3d9fca48af118b3bf2ff2006517","2020-01-14T10:03:06Z","RT WHO: WHO is working with officials in Thailand?? and China?? following reports of confirmation of the novel coronavirus (2019-nCoV)…","Epsom, UK","petermbenglish","36045950"
"770c0a7c81b54e9eeae603bc3a6d3d0666b9023ddf9a62bc2367447ed47049ed","2020-01-14T06:07:56Z","A case of the mysterious new coronavirus strain was identified in Thailand, marking the first such known infection… https:t.co6dNXqYeXtL","New York City  Worldwide","ABC","28785486"
"72d3f168e00f55d79be37465cb5c0018216a6e63c142885b90f6a78167944f66","2020-01-15T19:21:15.67279Z","10km3x2 map new diseases Wuhan coronavirus  | DAVOS ?Davos?      WHO | Countries agree next steps to combat global health threat by MERS-CoV |  ?WHO? ?CDCgov?  who.intemergenciesme…",,"tamraraven","247637778"
"99f634142f847407479d7662588e688461ca8f401c32c4d592fa163758e433ac","2020-01-15T18:51:42Z","Identifican un nuevo coronavirus responsable de una misteriosa neumonía  ??  https:t.coIYh5ppBEAz","Centro de la Ciudad de México","El_Universal_Mx","16676396"
"49e092ff2d2ee60b6d96aab72b5a11d2974c816895facb1061592fe6bc2cf201","2020-01-15T04:50:47Z","RT HelenBranswell: 3. The new coronavirus (nCov2019  from here) is A) either spreading person-to-person, at low level &amp; undetected, or B…","Melbourne, Australia","Asher_Wolf","15486485"
"3e7620d66bc0362af46bf90e22f77cd97904b548f0b931afb29251facfd38eee","2020-01-15T04:49:13Z","RT HelenBranswell: 1. A thread on WHO's update today on the case of novel coronavirus infection detected in Thailand:
Firstly, this thing…","Melbourne, Australia","Asher_Wolf","15486485"
"e881307c3aefd50e8b176c710fdc7144135324dfe71b8369f2134c6b1c14f0f9","2020-01-16T16:48:54Z","Japón confirma primer caso de infección por coronavirus chino https:t.co0GocUWqAwQ https:t.codW279G21Cr","México","Milenio","24969337"
"83d910ccf7074cad0fa64f7ab1a5e96e90094471abb01929ae6a7ed2e8fba349","2020-01-16T16:21:37.667477Z","airports travelalert coronavirus WHO CDCgov wef NATO   HEALTH hospitals  NIH SEE ncbiinsights.ncbi.nlm.nih.gov20200113nov… | call Congress  (202) 224-3121 | can you help draw attention to potential global epidemic |",,"tamraraven","247637778"
"fe739abfd4df16c061a4da2d89d4653eebc23000119eaaa43d031252bfbdb578","2020-01-16T14:22:11Z","The latest The Peter English Daily! https:t.cot56Hklb7Sy Thanks to BettGunther janestevenson68 SaleyhaAhsan wuhan coronavirus","Epsom, UK","petermbenglish","36045950"
"7360f46bbc8c8fe90ef33d5e928ba27d491452c8dff9f31995aed23bf0cdf0cd","2020-01-16T13:43:35Z","Los coronavirus son una gran familia de virus que pueden causar infecciones que van desde el resfrío común hasta el… https:t.co3DXSR4jHCu","ÜT: 19.466002,-99.168275","MVSNoticias","35541975"
"bdbbc5eaa752eef23393d463e7e6d2e617a290544406090a7d0b2bfa568c0b52","2020-01-16T13:26:36Z","Japón confirma el primer caso de contagio por nuevo coronavirus proveniente de China
https:t.cofZVI62cZef https:t.cokNwsQQz8CJ","México","SinEmbargoMX","244218738"
"4ae6bbcea420661434a26e8a06fe6651426aa02a056966385739586de4f23688","2020-01-16T10:10:18Z","RT Reuters: A Japanese man has tested positive for the new China coronavirus. The patient had returned this month from Wuhan, the Chinese…","Melbourne, Australia","Asher_Wolf","15486485"
"a243a3c05f78df76607ba0d21992833f130850c498e50116a147b8b335a93ad7","2020-01-16T10:01:11Z","A Japanese man has tested positive for the new China coronavirus. The patient had returned this month from Wuhan, t… https:t.comd6Tm0XcnG","Around the world","Reuters","1652541"
"71236c235fee257b17318d6842669feb2ecda3250188223ff3d8367525dbe60","2020-01-16T09:39:36Z","Japón confirmó este jueves el primer caso de neumonía vírica causada por un nuevo tipo de coronavirus similar al de… https:t.coBVCCMvZXAn","Av. México Coyoacán 40","Reforma","27708897"
"89347610cabdfb3efd0c0eef8a3cd55bc8accfa2ba717949e8c5c465574525d6","2020-01-16T06:41:02Z","Japan reported its first case of a new coronavirus that has sickened 41 people in China, adding to concerns about t… https:t.co1SawfAmF12","New York City","nytimes","807095"
"dc179eb51660c5f768c21851e36922b8c2134dd29103930b512912efeb15b2ac","2020-01-16T06:40:43Z","Japan has confirmed the first case of infection from the new China coronavirus that has killed one person… https:t.coOxMnG3viqF","Around the world","Reuters","1652541"
"9b60427900a53e55aa16287a9dd6d56857ae15161cdbfd632a9fae8e8af4c0c7","2020-01-16T03:02:20Z","Nuevo brote de coronavirus proveniente de China llega a Japón y Tailandia https:t.co6J5Kjx9Kgq https:t.coAnBYkst1Wt","México","Milenio","24969337"
"46848daa35e9a724141e83415b63a0db908e5c2761c488a066a1444947b1adb9","2020-01-16T03:02:16Z","Japan confirms first case of coronavirus infection https:t.coIucMGBMtfZ","Doha, Qatar","AJEnglish","4970411"
"2369c698fb55345444b7b74661c52d3bce41c37b8e99db97d659bf4d16c55dcd","2020-01-17T23:00:36Z","3 major U.S. airports will start screening for new coronavirus from China https:t.coU8sCfD9Xom by lisettevoytko https:t.coaJP0vXab03","New York, NY","Forbes","91478624"
"f4b87f29d3b1389fb0ccacbd0a0e72f7630fcef1578c375f553e4211e39d0b24","2020-01-17T22:07:03Z","U.S. to screen passengers for new China coronavirus at 3 airports https:t.cos5gUGw9sx0 https:t.cowA57cPsRAq","Around the world","Reuters","1652541"
"33b259e2e213f416cde70b28fc0af74d5e4706f7d779ad35729fb5ff73223bc7","2020-01-17T19:25:52Z","While many questions remain about the new coronavirus in China, reports that it could spread underscore the need to… https:t.coeBrIQBkiDf","California","SenFeinstein","476256944"
"90a62bbb8f84f07aef26600fb5a360f6044ef9a6ce3c611b1cb676216363ed","2020-01-17T17:54:30Z","Japan reported its first case of a new coronavirus, which has infected 41 people in China, sparking concern about t… https:t.coUnJIPLO5Hu","New York City  Worldwide","ABC","28785486"
"4f30484960bbfe2ee7e5730c5e821423b8197f295aaab8beb7ac72c7d392d52e","2020-01-17T16:34:22Z","FOUR NEW NOVEL CORONAVIRUS CASES CONFIRMED IN CHINA'S WUHAN",,"zerohedge","18856867"
"52b3173e2ad38a25b29913ae4e4d464b953ea6083d498d4230e15f75bd36a12f","2020-01-17T09:57:47Z","RT PDChina: LATEST: Another patient died of the novel coronavirus; five remain in serious condition amid the recent pneumonia outbreak in…","straya","dez_blanchfield","34181507"
"6ee82320340e13104a6534771d67951e15d33d4d02170bc101a4e4885637e6e","2020-01-17T09:56:14Z","RT NewDelhiTimes: Japan Confirms Case of Coronavirus Behind Outbreak in China https:t.coPpw5zPDDbe https:t.cosWn9GkOxVB","straya","dez_blanchfield","34181507"
"b79767aa4128964c22f8d2004dc3041b4a51aa52dbf2d220e01880183203cd62","2020-01-17T09:56:14Z","RT PDChina: A second Chinese tourist from Wuhan to Thailand has been found infected with coronavirus, a senior Thai gov’t official said on…","straya","dez_blanchfield","34181507"
"de398875ccb38f8ca72ea6ad20c939749a65982c5412306a917e3568d3eea8f7","2020-01-17T08:44:30Z","Autoridades chinas confirmaron este viernes la segunda muerte por neumonía provocada por nuevo tipo de coronavirus… https:t.corVEyGmeYmY","Av. México Coyoacán 40","Reforma","27708897"
"68e5e8aae426431871eaff077162afc053a9db35daa0ffe17aca6cf7dce44948","2020-01-17T08:39:44Z","Thailand finds second case of new Chinese coronavirus but authorities confident spread can be contained https:t.co4sc2VJcW1U via abcnews","Melbourne, Australia","Asher_Wolf","15486485"
"1fe957f7a57f2837b08ed649e8d1341bf2e699e642a5f2e6e7e1b06f81db5df4","2020-01-17T08:32:07Z","Chinese health authorities say a second person has died from a new coronavirus that has caused an outbreak of pneum… https:t.colgjijJglur","Global","AP","51241574"
"e7b92b17cea9908db8c823dff03f92f071cea7c24fe6f578e8a787e2f60aa7ff","2020-01-17T07:41:07Z","Health officials in Thailand said they had found a second case of the mysterious pneumonialike coronavirus that has… https:t.cocY3BZV0IpX","New York City","nytimes","807095"
"4fed9a602f1c753f216a058df1e8d87ee0d80cd830dd0bd0b5cbac1aa84886b9","2020-01-17T06:18:16Z","? ??? ???? Japan confirms man has same coronavirus as China outbreak - https:t.coK82BBr582y","46.869100,103.848242","_cirrus_minor_","73672052"
"e8e23ff2ca47757e7f30859cdc1278d460e03ab8e224ce5e90c4ad64f00d294c","2020-01-17T01:47:20Z","Japan reported its first case of a new coronavirus, which has infected 41 people in China, sparking concern about t… https:t.coeNL1ktCF8X","New York City  Worldwide","ABC","28785486"
"1e7ee21aab53539e2078441516308215a90e04f5ce00d05c3f638064f7d6e4f1","2020-01-18T20:00:56Z","US to screen passengers for new China coronavirus at 3 airports https:t.coX74i2ns9H5 via TOIWorld https:t.coaetHUkSCqo","New Delhi","timesofindia","134758540"
"ff288f80208760cb887ef82cc44a66c4cd3965dd85b80eb48ca6bc8c62b7834c","2020-01-18T15:46:57Z","Coronavirus: Australia's top health official says there is 'no current need' to enhance airport screening https:t.coioU4ezum1X",,"guardiannews","788524"
"fa7a2e5776f85af9f8873c00bb710bbeb66e5253890efbeda4f64eea564143ef","2020-01-18T15:02:09Z","Científicos chinos identificaron a la enfermedad como una nueva cepa del coronavirus que es de la familia del SARS. https:t.coPEj4CTPtc0","En todas partes","CNNEE","33884545"
"e7df0b9aa7c654a278d1008bc81fbbd4c47a5b05373a9a6467d2fd16b1364dc6","2020-01-18T15:02:08Z","Científicos chinos identificaron a la enfermedad como una nueva cepa del coronavirus que es de la familia del SARS. https:t.coPEj4CTPtc0","En todas partes","CNNEE","33884545"
"509c7eb309a83064b5d4e94f21799ae71ea482397c75048e6cb1cbb259c24841","2020-01-18T14:44:59Z","The number of cases in an outbreak of a new strain of coronavirus in China is likely to have been grossly underesti… https:t.cocZO6UvdNUq",,"CNN","759251"
"b7c32b91aed6bd4d97af3c4bd5ab173cc0a5dc8d84a6bb746487d8ebcff987ae","2020-01-18T09:30:57Z","Coronavirus: more cases and second death reported in China https:t.cojtq6y1XoUh",,"guardiannews","788524"
"c193d8f61e925db9e03e3d31ccf9080ac02c3cb76c10cc48805377d3e6f134e4","2020-01-18T04:56:08Z","U.S. to screen passengers for new China coronavirus at three airports https:t.cotJXwTeZJ5l https:t.cokfkhFTDrHT","Around the world","Reuters","1652541"
"bf408ab15a4d2a5ce024e5f1d29a22943a090a8116c5a05fc8db4d636f94c438","2020-01-18T02:57:32Z","Más de 40 casos del recientemente identificado coronavirus han sido confirmados en Asia https:t.coJ59tGp9ASs","Mexico City","NTelevisa_com","25401359"
"840b7ac0d553e9307fefa39709e4335ed8b8b510f7de6e5aa96a0ba79778956d","2020-01-18T02:57:32Z","Más de 40 casos del recientemente identificado coronavirus han sido confirmados en Asia https:t.coJ59tGp9ASs","Mexico City","NTelevisa_com","25401359"
"6bc333ca2976a9f27e6f84445a866258d8ed11553944086dd4582ed32f42fc5c","2020-01-18T02:55:59Z","El nuevo coronavirus descubierto en China fue detectado en otros países  https:t.coCWoN7xPocy https:t.coWwxG867io8","En todas partes","CNNEE","33884545"
"91a96a0bd5efaf43c6677e5f7bfab193c6b94e2f0752ab76b21669fe488669f3","2020-01-18T02:55:58Z","El nuevo coronavirus descubierto en China fue detectado en otros países  https:t.coCWoN7xPocy https:t.coWwxG867io8","En todas partes","CNNEE","33884545"
"5aef0115d0cf46c217c276d053cb77c90477ef50202a64e3fa886776be948be3","2020-01-18T01:26:09Z","U.S. to screen passengers for new China coronavirus at three airports https:t.coMo7BBtxNAP https:t.coIOBne1WkVv","Around the world","Reuters","1652541"
"66420cd66ee11081a168612994424661c2d5950f207c4bfae0b219ea651a2c1d","2020-01-19T23:08:29.777533Z","Schuldensuehner Coronavirus should go to Davos and the the whitehouse",,"SAVAKMA","897028861950644224"
"98ef6cb063a46f800c012344ef7a2edc4fafcd38efc49025a996c78c2e0de2e4","2020-01-19T23:01:40.529958Z","RT B2Spirit_TT: iTHiNKLabs Episode 106?bit.ly36d8ytG

This week:

Mobile Browser Security SundayMorning Windows7 Iran Cy…",,"jayeshmthakur","190097582"
"7a6569df217b185da802077ce9ef3a0fa48ce5877f4c6461d508e38adab298c3","2020-01-19T18:16:37Z","LoMásLeído OMS activa alerta mundial en hospitales por nuevo coronavirus https:t.coYVw7awmT0q","Ciudad de México","lopezdoriga","236636515"
"dcff1678a48a8317cb24ad6cf14eae9ba9098d4f788e9e3746057b5e8bf2e957","2020-01-19T15:48:16Z","Otras 17 personas en China fueron infectadas con una nueva cepa de Coronavirus. Tres de dichos pacientes están gr… https:t.corHOOLtj1vs","México","adn40","84398622"
"7408535efdfe341ca06c981174d7069fab326901cec210d0d23f565540a97b17","2020-01-19T13:31:14.08579Z","iTHiNKLabs Episode 106?bit.ly36d8ytG

This week:

Mobile Browser Security SundayMorning Windows7 Iran CyberSecurity Management 0Day Fraud Election2020 SundayThoughts Windows10 ChinaVirus IE Russia SIMSwapping Poverty Telecom Coronavirus Impeached https:t.coKgosOVzKGz",,"B2Spirit_TT","518893575"
"94c1db5d84668324b7a14662746a3a07125da4f5ba4ee6f7a965ee49ff8dba85","2020-01-19T12:14:23Z","Coronavirus: China reports 17 new cases of Sars-like mystery virus https:t.co61Nmpjs3JX",,"guardiannews","788524"
"ebc7df19566d81c46c014d11ce51978866ff1133a2c837c72e0e14e9ee65c7","2020-01-19T11:30:41Z","Seventeen new cases of the pneumonia-like coronavirus have been identified in China, raising concerns the disease c… https:t.coYOopoMRBG4","New York, NY","WSJ","3108351"
"f67c575474a3d7bd3b8a73853ec7a6b6694280e72c61552e4517e21a169a9978","2020-01-19T07:22:12.05873Z","prayingmedic 0119 Davos Conference, Coronavirus, Persona 4area51, Operation Purple,
Now, what about the card?",,"vio_mori","1432689836"
"906d762c23a8a9982f280b807a97e581ac3f8d7e7455674466de8018bee914e2","2020-01-19T07:03:31Z","Expert questions effectiveness of coronavirus airport screening https:t.coBsx8Wrw1bs",,"guardiannews","788524"
"5be72b7753e30b2b362fb72742ca427ed4f3f7b1d82db455b7fe8e61af5c96a3","2020-01-19T04:08:45Z","Bat to Human jump coronavirus https:t.co7qrSjtz8uI
PeterDaszak The other viruses w the nearest matching genet… https:t.coTG4wacQmDR","USA","daniel_bilar","64734554"
"15d86ec6b2e9df2942826b3a033ecaff9a8c5f73e866dd1082120a70d95fdd08","2020-01-19T02:20:24Z","iTHiNKLabs Episode 106?https:t.coGCwtkYJUAy

This week:

Coronavirus Election2020 CyberSecurity Burisma… https:t.cohKL0PmAv10","USA","B2Spirit_TT","518893575"
"ca08da6c83678fa85f0c4960466a305c3fe6a3583ae38535099af55eb7fe86c5","2020-01-20T23:49:17Z","Se reportan en Asia 228 casos de coronavirus; temen propagación al extranjero por temporada de vacaciones https:t.coy30a3zVVQq","México","Revolucion3_0","834361676"
"c297583689f231ccb1881b0276ae798a6989b5367c7722ad9068e7119dbbf3ff","2020-01-20T23:35:40.384229Z","RT LiberauxDu: Ces pauvres lions (il ne reste du lion que le nom ) , transformé en chats dans cette enclos a la capitale du Soudan sont la…",,"lanantaise12","781460626614980609"
"7543905694532609d90424ee115a474b23cf4b2ad2a146e88464331c19bae578","2020-01-20T23:23:01Z","La OMS ya investiga si el coronavirus podría convertirse en una epidemia mundial https:t.coHDwBPOaAwO https:t.co5lDJKgUZoh","México","Milenio","24969337"
"cbae1ebe17cc64b14191b553c10d97f06b79615220f90fa998187d71fa4a0296","2020-01-20T23:21:28Z","Coronavirus en China cobra tres vidas
LasNoticiasconKarlaIberia
¿Ya te suscribiste a nuestro canal de Youtube?
?… https:t.coYWwVdgAROk","Mexico City","NTelevisa_com","25401359"
"9b06b1c1805a49d13b935db49345360e7a94ee0eb2781cc38866fe0c1a3f305e","2020-01-20T23:21:27Z","Coronavirus en China cobra tres vidas
LasNoticiasconKarlaIberia
¿Ya te suscribiste a nuestro canal de Youtube?
?… https:t.coYWwVdgAROk","Mexico City","NTelevisa_com","25401359"
"9f2bd631265be74c5831d38b918bdfbb9b677f233cfa775d49f75fa39ea9d4ae","2020-01-20T23:21:23Z","A new Chinese coronavirus, a cousin of the SARS virus, has infected more than 200 people since the outbreak began i… https:t.coFU8eDpOJ1u",,"CNN","759251"
"6dc4c8ffff97bcb1d1574d4976307aa5468e66bf0c15263b45eec00a45a8e6ca","2020-01-20T23:04:56.105191Z","Ces pauvres lions (il ne reste du lion que le nom ) , transformé en chats dans cette enclos a la capitale du Soudan sont la recherche d'une solidarité BlueMonday  coronavirus  MLKDay  LPDA7  Davos  Dorfkinder  InvestInAfrica  ELIminada  BFMTV  TokoEkambi https:t.co4WAtuMQ5zo",,"LiberauxDu","1120442146362929152"
"c52b2538e558167e0361b884c5b3c0de86f1c66a1a7b284f1d610086010ad248","2020-01-20T23:04:12.168284Z","Avez vous déjà jouer au démineur ?

  BlueMonday  ELIminada  LPDA7  SadiclikTamam  Davos  ULTIMAHORA  Davos2020  BFMTV  coronavirus  toonmechallenge  LPDLA  BernardArnaultDansUnTitre  Tapie",,"TheMayoCat","1186220711255429123"
"640b05a0298ab44739debff9d52d10d5b17eb0c654490ac7418dea2a17eb660c","2020-01-20T23:04:05.39008Z","Avez vous déjà jouer au démineur ?

 BlueMonday ELIminada LPDA7 SadiclikTamam Davos ULTIMAHORA Davos2020 BFMTV coronavirus toonmechallenge LPDLA BernardArnaultDansUnTitre Tapie",,"LigneCom","1209822052343005184"
"5a7bb0fca6d04cf15efe87942ffe7a6e9c19128dcc2786325aab87c243bf8415","2020-01-20T23:02:54Z","La OMS ya investiga si el coronavirus podría convertirse en una epidemia mundial https:t.coHDwBPOaAwO https:t.coXMgvBBLDug","México","Milenio","24969337"
"ed45c6d6ea9fdc54d232d7aac7987660a1908ad6811be5b4bd3385c5af7ffe30","2020-01-20T22:53:48Z","Dec 2019: ..there’s no need to panic..the coronavirus is not spread human to human. - China

Jan 2020: Japan, Tha… https:t.coHJbO58vsYD","Seattle, WA","Brett_Shavers","2790966686"
